trade_id,entry_index,exit_index,side,quantity,entry_price,exit_price,entry_fee,exit_fee,funding_paid,gross_pnl,net_pnl,balance_after,reason_code,equity_before,entry_leverage,exit_epoch_upper_bound,signal_available_utc,entry_utc_simulated,exit_bar_open_utc,exit_utc_upper_bound,initial_stop,initial_target,forecast_expires_utc,planned_price_RR,realized_net_R,exit_reason,intrabar_precision
1,832325.0,832332.0,-1.0,302.0,1.1837,1.1799,0.09031575068831268,0.09002581248385581,0.0,1.1476000000000077,0.9672584368278392,10000.967258436827,2.0,10000.0,0.03574774,1630455180.0,2021-09-01 00:05:00+00:00,2021-09-01 00:05:00+00:00,2021-09-01 00:12:00+00:00,2021-09-01 00:13:00+00:00,1.3476500597504635,1.17963162812594,2021-09-02 00:00:00+00:00,0.024814701990667917,0.019535476296423812,target,minute interval; not exact exchange fill
2,833765.0,833765.0,-1.0,287.0,1.2297,1.2295,0.0891653205610956,0.08915081859792393,0.0,0.05739999999999368,-0.12091613915902585,10000.846342297667,2.0,10000.967258436827,0.03528897664396141,1630541160.0,2021-09-02 00:05:00+00:00,2021-09-02 00:05:00+00:00,2021-09-02 00:05:00+00:00,2021-09-02 00:06:00+00:00,1.4022610673700417,1.2291989802340442,2021-09-03 00:00:00+00:00,0.0029034345556141804,-0.0024415158982576787,target,minute interval; not exact exchange fill
3,835205.0,835231.0,-1.0,323.0,1.2570000000000001,1.2471,0.10257764058011086,0.10176974985477825,0.0,3.1977000000000064,2.9933526095651173,10003.839694907232,2.0,10000.846342297667,0.04059766404797297,1630629120.0,2021-09-03 00:05:00+00:00,2021-09-03 00:05:00+00:00,2021-09-03 00:31:00+00:00,2021-09-03 00:32:00+00:00,1.410322500295489,1.2467984284020834,2021-09-04 00:00:00+00:00,0.06653668951560167,0.06044348039321633,target,minute interval; not exact exchange fill
4,836645.0,836652.0,-1.0,367.0,1.2932000000000001,1.2859,0.11990758762924938,0.11923071986734593,0.0,2.679100000000031,2.4399616925034358,10006.279656599736,2.0,10003.839694907232,0.04744222363355265,1630714380.0,2021-09-04 00:05:00+00:00,2021-09-04 00:05:00+00:00,2021-09-04 00:12:00+00:00,2021-09-04 00:13:00+00:00,1.427871872311146,1.2856030965585585,2021-09-05 00:00:00+00:00,0.05641046872720165,0.04936737618778871,target,minute interval; not exact exchange fill
5,838085.0,838091.0,-1.0,376.0,1.2568000000000001,1.2495,0.11939026672697868,0.11869680002813482,0.0,2.7448000000000317,2.506712933244918,10008.78636953298,2.0,10006.279656599736,0.047226023678872575,1630800720.0,2021-09-05 00:05:00+00:00,2021-09-05 00:05:00+00:00,2021-09-05 00:11:00+00:00,2021-09-05 00:12:00+00:00,1.3884003006578463,1.249247400819706,2021-09-06 00:00:00+00:00,0.057390440162674194,0.050659380584625054,target,minute interval; not exact exchange fill
6,839525.0,840960.0,-1.0,386.0,1.3135000000000001,1.3909,0.12809503222366533,0.13564322826029396,-1.0171795899101417,-29.87639999999997,-29.122958670573784,9979.663410862406,4.0,10008.78636953298,0.050656591247002274,1630972800.0,2021-09-06 00:05:00+00:00,2021-09-06 00:05:00+00:00,2021-09-07 00:00:00+00:00,2021-09-07 00:00:00+00:00,1.4414669363007493,1.3026493358554256,2021-09-07 00:00:00+00:00,0.08479271644882655,-0.5895904179508229,timeout,minute interval; not exact exchange fill
7,843845.0,843919.0,-1.0,371.0,1.1089,1.0958,0.10393963767527163,0.10271174584233264,0.0,4.860099999999959,4.653448616482355,9984.31685947889,2.0,9979.663410862406,0.041224025607137005,1631150400.0,2021-09-09 00:05:00+00:00,2021-09-09 00:05:00+00:00,2021-09-09 01:19:00+00:00,2021-09-09 01:20:00+00:00,1.2419523042453668,1.0954958083983382,2021-09-10 00:00:00+00:00,0.10074377649967382,0.09427110831134163,target,minute interval; not exact exchange fill
8,845285.0,845380.0,-1.0,371.0,1.0941,1.2276,0.10255240110065353,0.11506564993251281,0.0,-49.52849999999998,-49.74611805103314,9934.570741427857,1.0,9984.31685947889,0.04065486960328558,1631238060.0,2021-09-10 00:05:00+00:00,2021-09-10 00:05:00+00:00,2021-09-10 01:40:00+00:00,2021-09-10 01:41:00+00:00,1.2272806814933892,1.0831698531393328,2021-09-11 00:00:00+00:00,0.08207006255039957,-1.0068019630368306,stop,minute interval; not exact exchange fill
9,846725.0,846943.0,-1.0,362.0,1.0546,1.0514000000000001,0.09645200123049409,0.09615933443366348,0.0,1.1583999999999528,0.9657886643357951,9935.536530092191,2.0,9934.570741427857,0.038427951235780355,1631331840.0,2021-09-11 00:05:00+00:00,2021-09-11 00:05:00+00:00,2021-09-11 03:43:00+00:00,2021-09-11 03:44:00+00:00,1.1906318645942169,1.0511168985561214,2021-09-12 00:00:00+00:00,0.025605040806201004,0.01961249663873884,target,minute interval; not exact exchange fill
10,848165.0,848185.0,-1.0,350.0,1.0776000000000001,1.0755000000000001,0.09528850923052483,0.09510281336064352,0.0,0.7349999999999968,0.5446086774088285,9936.081138769601,2.0,9935.536530092191,0.03796070789510754,1631406360.0,2021-09-12 00:05:00+00:00,2021-09-12 00:05:00+00:00,2021-09-12 00:25:00+00:00,2021-09-12 00:26:00+00:00,1.2181025049671537,1.075251430734214,2021-09-13 00:00:00+00:00,0.01671549746629163,0.011074712105385008,target,minute interval; not exact exchange fill
11,849605.0,849633.0,-1.0,355.0,1.1255,1.1149,0.10094591707585444,0.09999520475155053,0.0,3.7629999999999795,3.562058878172574,9939.643197647772,2.0,9936.081138769601,0.04021228232939703,1631493240.0,2021-09-13 00:05:00+00:00,2021-09-13 00:05:00+00:00,2021-09-13 00:33:00+00:00,2021-09-13 00:34:00+00:00,1.2638402956252726,1.1146652365546676,2021-09-14 00:00:00+00:00,0.0783196493571245,0.072531062808251,target,minute interval; not exact exchange fill
12,851045.0,851048.0,-1.0,364.0,1.0632000000000001,1.0613000000000001,0.09777577276767795,0.09760104179678011,0.0,0.6916000000000047,0.49622318543554667,9940.13942083321,2.0,9939.643197647772,0.03893548211987983,1631578140.0,2021-09-14 00:05:00+00:00,2021-09-14 00:05:00+00:00,2021-09-14 00:08:00+00:00,2021-09-14 00:09:00+00:00,1.1982172824954533,1.0610130567329459,2021-09-15 00:00:00+00:00,0.01619750617575873,0.01009685933713133,target,minute interval; not exact exchange fill
