UTC_day,start_equity,end_equity,daily_return,entries,status,IV_annualized_percent,IV_available_ms
2021-09-01 00:00:00+00:00,10000.0,9804.107036148638,-0.01958929638513618,1,traded,91.08,1630454460000.0
2021-09-02 00:00:00+00:00,9804.107036148638,9933.397656948639,0.01318739384660872,1,traded,93.65,1630540860000.0
2021-09-03 00:00:00+00:00,9933.397656948639,10070.211279248075,0.01377309426485418,1,traded,92.82,1630627260000.0
2021-09-04 00:00:00+00:00,10070.211279248075,10056.215693105583,-0.0013898006461227075,1,traded,90.15,1630713660000.0
2021-09-05 00:00:00+00:00,10056.215693105583,9857.280121588044,-0.01978234930401568,1,traded,91.3,1630800060000.0
2021-09-06 00:00:00+00:00,9857.280121588044,9746.0594070449,-0.011283103774190617,1,traded,93.37,1630886460000.0
2021-09-07 00:00:00+00:00,9746.0594070449,9924.816546503718,0.01834147853948065,1,traded,92.86,1630972860000.0
2021-09-08 00:00:00+00:00,9924.816546503718,10100.775468303718,0.01772918632556353,1,traded,95.16,1631059260000.0
2021-09-09 00:00:00+00:00,10100.775468303718,10041.367161349006,-0.00588155900912124,1,traded,92.31,1631145660000.0
2021-09-10 00:00:00+00:00,10041.367161349006,9840.747871014937,-0.01997928042172259,1,traded,91.95,1631232060000.0
2021-09-11 00:00:00+00:00,9840.747871014937,9847.864672340238,0.0007231972019385857,1,traded,90.57,1631318460000.0
2021-09-12 00:00:00+00:00,9847.864672340238,9711.080322572316,-0.013889747099400052,1,traded,89.46,1631404860000.0
2021-09-13 00:00:00+00:00,9711.080322572316,9518.443878572316,-0.01983676765109621,1,traded,92.13,1631491260000.0
2021-09-14 00:00:00+00:00,9518.443878572316,9329.793503102317,-0.01981945556192055,1,traded,92.14,1631577660000.0
2021-09-15 00:00:00+00:00,9329.793503102317,9414.862352104667,0.009117977688794854,1,traded,90.9,1631664060000.0
2021-09-16 00:00:00+00:00,9414.862352104667,9439.662252129212,0.0026341224222998783,1,traded,90.32,1631750460000.0
2021-09-17 00:00:00+00:00,9439.662252129212,9480.135555022242,0.0042875795565566754,1,traded,84.17,1631836860000.0
2021-09-18 00:00:00+00:00,9480.135555022242,9599.766946322241,0.012619164631735957,1,traded,82.35,1631923260000.0
2021-09-19 00:00:00+00:00,9599.766946322241,9707.709114369532,0.011244248808419677,1,traded,84.7,1632009660000.0
2021-09-20 00:00:00+00:00,9707.709114369532,9513.635649869533,-0.019991685186850905,1,traded,85.72,1632096060000.0
2021-09-21 00:00:00+00:00,9513.635649869533,9691.129192269533,0.01865675215367668,1,traded,91.76,1632182460000.0
2021-09-22 00:00:00+00:00,9691.129192269533,9498.285161069534,-0.019899025941561788,1,traded,96.26,1632268860000.0
2021-09-23 00:00:00+00:00,9498.285161069534,9310.187740718702,-0.019803303139579786,1,traded,88.73,1632355260000.0
2021-09-24 00:00:00+00:00,9310.187740718702,9124.839768774853,-0.01990808102968944,1,traded,83.84,1632441660000.0
2021-09-25 00:00:00+00:00,9124.839768774853,9091.753426154432,-0.0036259642315740193,1,traded,86.92,1632528060000.0
2021-09-26 00:00:00+00:00,9091.753426154432,9270.92242915443,0.01970676002767302,1,traded,85.88,1632614460000.0
