start,end_exclusive,net_return,complete_month
2021-09-01T00:00:00+00:00,2021-10-01T00:00:00+00:00,0.008073458158823321,True
2021-10-01T00:00:00+00:00,2021-11-01T00:00:00+00:00,-0.014787164559980748,True
2021-11-01T00:00:00+00:00,2021-12-01T00:00:00+00:00,0.009035550434155049,True
2021-12-01T00:00:00+00:00,2022-01-01T00:00:00+00:00,-0.01840937598939918,True
2022-01-01T00:00:00+00:00,2022-02-01T00:00:00+00:00,0.049547404736527634,True
2022-02-01T00:00:00+00:00,2022-03-01T00:00:00+00:00,0.0060885353095536665,True
2022-03-01T00:00:00+00:00,2022-04-01T00:00:00+00:00,0.00934158251093109,True
2022-04-01T00:00:00+00:00,2022-05-01T00:00:00+00:00,0.003742044380893539,True
2022-05-01T00:00:00+00:00,2022-06-01T00:00:00+00:00,0.047789123079916784,True
2022-06-01T00:00:00+00:00,2022-07-01T00:00:00+00:00,0.007917927272089953,True
2022-07-01T00:00:00+00:00,2022-08-01T00:00:00+00:00,-0.015649411640549782,True
2022-08-01T00:00:00+00:00,2022-09-01T00:00:00+00:00,-0.040416187334071596,True
2022-09-01T00:00:00+00:00,2022-10-01T00:00:00+00:00,-0.05600986245704953,True
2022-10-01T00:00:00+00:00,2022-11-01T00:00:00+00:00,-0.01576867011401195,True
2022-11-01T00:00:00+00:00,2022-12-01T00:00:00+00:00,-0.014601767088768591,True
2022-12-01T00:00:00+00:00,2023-01-01T00:00:00+00:00,-0.00826331736592345,True
2023-01-01T00:00:00+00:00,2023-02-01T00:00:00+00:00,-0.012214919439539895,True
2023-02-01T00:00:00+00:00,2023-03-01T00:00:00+00:00,-0.010158210237994014,True
2023-03-01T00:00:00+00:00,2023-04-01T00:00:00+00:00,0.010648438517010694,True
2023-04-01T00:00:00+00:00,2023-05-01T00:00:00+00:00,-0.03353336481015767,True
2023-05-01T00:00:00+00:00,2023-06-01T00:00:00+00:00,-0.017397640513048263,True
2023-06-01T00:00:00+00:00,2023-07-01T00:00:00+00:00,0.0006861908927662252,True
2023-07-01T00:00:00+00:00,2023-08-01T00:00:00+00:00,-0.01646521109460719,True
2023-08-01T00:00:00+00:00,2023-09-01T00:00:00+00:00,-0.021611474060146185,True
2023-09-01T00:00:00+00:00,2023-10-01T00:00:00+00:00,-0.013502081035420277,True
2023-10-01T00:00:00+00:00,2023-11-01T00:00:00+00:00,-0.012595575652494029,True
2023-11-01T00:00:00+00:00,2023-12-01T00:00:00+00:00,-0.006937735120835176,True
2023-12-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,-0.002982834403873924,True
2024-01-01T00:00:00+00:00,2024-02-01T00:00:00+00:00,-0.026741416972039578,True
2024-02-01T00:00:00+00:00,2024-03-01T00:00:00+00:00,0.01465635063494597,True
2024-03-01T00:00:00+00:00,2024-04-01T00:00:00+00:00,-0.003264043171444353,True
2024-04-01T00:00:00+00:00,2024-05-01T00:00:00+00:00,-0.01755714069401526,True
2024-05-01T00:00:00+00:00,2024-06-01T00:00:00+00:00,-0.03462405157076187,True
2024-06-01T00:00:00+00:00,2024-07-01T00:00:00+00:00,-0.00334691616358751,True
2024-07-01T00:00:00+00:00,2024-08-01T00:00:00+00:00,0.030664820126952375,True
2024-08-01T00:00:00+00:00,2024-09-01T00:00:00+00:00,0.010724651320783929,True
2024-09-01T00:00:00+00:00,2024-10-01T00:00:00+00:00,-0.02800539510462252,True
2024-10-01T00:00:00+00:00,2024-11-01T00:00:00+00:00,-0.02383512232637497,True
2024-11-01T00:00:00+00:00,2024-12-01T00:00:00+00:00,-0.03042487981195252,True
2024-12-01T00:00:00+00:00,2025-01-01T00:00:00+00:00,0.00981582616713772,True
2025-01-01T00:00:00+00:00,2025-02-01T00:00:00+00:00,-0.03162409512726161,True
2025-02-01T00:00:00+00:00,2025-03-01T00:00:00+00:00,0.016156995618067826,True
2025-03-01T00:00:00+00:00,2025-04-01T00:00:00+00:00,-0.004360284604275955,True
2025-04-01T00:00:00+00:00,2025-05-01T00:00:00+00:00,-0.010436052623210568,True
2025-05-01T00:00:00+00:00,2025-06-01T00:00:00+00:00,-0.0022105082507202223,True
2025-06-01T00:00:00+00:00,2025-07-01T00:00:00+00:00,-0.005038078819517011,True
2025-07-01T00:00:00+00:00,2025-08-01T00:00:00+00:00,0.008672862899324896,True
2025-08-01T00:00:00+00:00,2025-09-01T00:00:00+00:00,0.027214505831850255,True
2025-09-01T00:00:00+00:00,2025-10-01T00:00:00+00:00,-0.00889885114216915,True
2025-10-01T00:00:00+00:00,2025-11-01T00:00:00+00:00,-0.02954303907179745,True
2025-11-01T00:00:00+00:00,2025-12-01T00:00:00+00:00,-0.010954225128145478,True
2025-12-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,-0.0044175912949657725,True
2026-01-01T00:00:00+00:00,2026-02-01T00:00:00+00:00,-0.02160058620633809,True
2026-02-01T00:00:00+00:00,2026-03-01T00:00:00+00:00,0.015469852935593886,True
2026-03-01T00:00:00+00:00,2026-04-01T00:00:00+00:00,-0.010092308573990794,True
2026-04-01T00:00:00+00:00,2026-05-01T00:00:00+00:00,-0.02963072823862667,True
2026-05-01T00:00:00+00:00,2026-06-01T00:00:00+00:00,-0.03756282893901042,True
2026-06-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,0.024048924654749948,True
2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,-0.030790627646745672,True
2026-08-01T00:00:00+00:00,2026-09-01T00:00:00+00:00,-0.013645161125160898,True
